day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
310,1015.3777804815045,25.78114449438589,22.21077457463663,18.88114449438589,14.686196597093064,74.81144494385893,55.40739839498519,5.986196597093064,69.73063563408418,14.326936436591582,0
289,1017.8552504282766,25.7200784613003,23.34894991434468,21.851050085655324,17.935956579979315,77.73228718266266,63.623355552115456,3.6673205108358404,43.556427347781124,31.804984955624295,0
339,1023.1156095476366,18.57908818011054,17.94212090890117,16.06840931832412,12.484241817802342,85.42120908901171,88.89469772774707,0.11053022722529278,40.0,16.68446476964403,0
193,1008.6215143125947,33.65139427496212,30.17569713748106,28.372879285761243,24.745817175113643,72.85060018816291,43.8784856874053,6.425300094081455,228.784856874053,13.571911355994306,0
339,1022.470856809169,17.541915907500428,16.306588647497023,14.729143190830921,12.06806820832624,75.64470450834327,85.19361364166525,0.5808409249957438,31.93613641665248,18.99320906334071,0
155,1007.965105474273,32.63625313825495,30.371608819722994,28.372879285761243,24.657704672035894,72.93957810290843,40.16767956599633,10.666811861391826,184.6978905145421,13.750911609396697,0
49,1017.7849401877792,22.32598974647643,20.129001708920594,19.187005126761786,16.80602392488833,76.58003417841189,74.48020507047138,4.330895755843711,40.0,20.354991455397027,0
24,1008.2907219509628,33.666268922074245,30.371608819722994,28.372879285761243,25.262242682573913,72.47680487740712,38.23840243870356,10.666811861391826,172.84792683889327,9.055915337989045,0
195,1009.5155503963967,32.60039397774232,30.371608819722994,28.266535340752558,25.55019698887116,75.0,41.00393977742324,10.666811861391826,232.38511357575385,9.055915337989045,0
19,1024.017060996923,18.204347448877545,16.20302431226264,13.803213331779057,9.527652660279282,67.0,70.99054902417924,2.1068047025909435,29.98109804835849,28.989225887564338,0
266,1012.6967969128689,29.725624697048975,27.158577905360506,24.776656053081833,19.78192185227867,67.2975012118041,48.574375302951026,8.647828268901739,53.935938257377565,11.730672458180726,0
227,1010.08738789831,33.666268922074245,30.371608819722994,27.67789323859154,25.605266903521148,75.0,35.494804263380665,9.1,130.0,22.2043700900009,0
150,1008.19348235748,33.666268922074245,29.09782745249331,26.423898022573614,24.426070570080306,79.02172547506693,82.86964714959846,6.402172547506693,230.0,24.310988366917773,0
143,1006.8840792374011,32.82419795816123,29.947128659270636,27.86241579334357,24.746495030744722,75.4586140221881,69.30574268145874,9.809544452614203,230.0,12.86752484627639,0
209,1005.9,33.666268922074245,30.371608819722994,28.28372837376528,24.86201153399185,67.0,38.69762975740832,10.666811861391826,109.22485582510186,21.90390772806519,0
31,1024.017060996923,17.995015780521673,15.70082772589744,13.507467397170648,9.527652660279282,67.0,89.34026082263482,2.742321205331569,68.96266301414676,18.373441314907165,0
20,1023.4156599477903,16.698170564778227,14.8,12.7,9.527652660279282,71.83241813435481,29.0,8.530221656806377,20.0,32.38612971284664,0
245,1013.0170375114602,31.563699908318267,28.277283318053044,26.6977749312387,25.328395852433694,81.11358340973477,84.0,2.1567917048673895,138.2962488539783,9.055915337989045,0
9,1020.9560683844661,18.66098290388348,15.592777750485222,13.458675173786093,10.656367443688707,72.70811942718264,29.0,9.490170961165214,26.098290388347856,24.4,0
23,1024.017060996923,19.340121498447928,16.758010321720278,14.98173754076129,12.193414332298616,76.52919197884331,90.1751518730599,0.3645959894216589,20.0,17.595282512130414,0
17,1024.017060996923,16.698170564778227,14.8,12.7,9.527652660279282,67.0,29.0,9.559579988034681,20.0,33.38245830840558,0
34,1023.1782426522233,20.899428184036534,17.92232916374008,15.983779653591858,9.527652660279282,76.5391213261117,43.92175734777662,9.815934438426408,40.0,14.977099020296452,0
15,1022.0330244772908,21.648372537196696,16.924186268598348,13.409923183894772,9.527652660279282,67.0,29.0,10.536279402897524,36.263562190027514,16.228526169407154,0
144,1006.9947326038186,33.0,30.1,27.93508913206044,24.879335505259462,75.0,69.0,10.092787681340049,229.27876813400488,13.104862306196583,0
145,1006.6515886227774,31.82674748505514,29.5515886227774,27.60063544911096,22.240756676693668,77.7515886227774,59.3757943113887,8.326747485055138,73.757943113887,14.610167185775353,0
243,1011.9867136744565,31.622027511582896,27.81328632554349,25.84370593019702,22.926223558118213,72.30419604653532,33.475528837635736,6.5122390466371884,76.95803953464682,14.527270837024513,0
235,1011.7592228236387,30.518271251068807,27.577494074707445,26.146867593384304,23.536716898346075,73.6937351867686,52.40777176361367,10.065313240661569,70.0,30.050753475191136,0
232,1008.4144554940617,31.173174872209046,27.359762308313574,25.874217802375306,25.123696337292177,76.62891098812347,66.66019889311123,6.56080523847983,181.23696337292176,14.867062819477383,0
339,1020.442799305379,19.104596188055922,17.35444298178739,15.804289775518859,12.905515425667105,75.99693587462939,83.49540381194407,1.2036769504447367,24.984679373146932,22.457507107158,0
192,1007.4106430243927,32.25752296515688,29.457522965156883,26.169908139372467,24.89733924390182,79.84954069686233,69.9293633798078,8.29293633798078,41.50459303137663,17.257427902429086,0
159,1006.6736771590504,33.471662631134436,30.147166263113444,27.894332526226886,25.05283373688656,75.52833736886556,36.2449636802099,9.041310734352827,220.0,12.077330104907546,0
300,1015.7065376572574,25.362295698210705,23.778677432207292,21.678677432207294,19.980311846521648,85.11478491053529,82.37704301789294,2.565564526839411,50.0,13.159064460435063,0
166,1008.338387867715,32.4,29.919193933857514,28.134357537002604,24.75758180157254,74.42418198427455,48.191939338575146,10.019193933857515,232.38511357575385,10.877733455134678,0
73,1015.2341233237916,26.068957105995086,23.76658713462046,21.569667564407087,21.363506704833828,80.71327077369715,71.31042894004914,5.320852550094401,74.57345845260572,15.2194316332704,0
73,1013.6443294647825,25.08018081848565,22.970346568764164,20.785323966453458,9.527652660279282,67.0,69.85022602310707,6.50030136414275,40.49924658964312,18.743877418568253,0
23,1005.9,32.93528900452876,30.31396313160444,27.96911125566095,24.123526003019172,70.77207373679111,49.65444372169526,7.557348254151362,20.0,11.033088874433906,0
41,1024.017060996923,20.034968459753852,17.012802774600676,14.605414212882948,10.187197225399327,76.0,54.36942808588631,9.79802565116522,25.369428085886312,27.676368799633433,0
287,1013.8733608962854,28.240015034337485,25.77332331044168,23.353315793272934,21.35498308637033,70.0,53.0,9.278325189733863,70.0,33.54168232743488,0
339,1019.4563910659461,21.44282438317262,18.260313820352515,15.829764634735616,13.120627640705026,88.60313820352513,88.09921544911872,0.19007845508812835,40.0,21.855099580728343,0
195,1009.2812664161959,32.878512546963286,30.173829151012235,28.372879285761243,25.50468339595105,77.21487453036711,43.785125469632895,8.649587828743025,232.38511357575385,9.055915337989045,0
261,1015.1409132711879,30.340992724105288,27.73114493596992,26.03114493596992,24.18358701977439,76.40992724105286,75.09847788135366,8.586790162902027,53.114493596991856,27.454440919955708,0
13,1012.3028632773179,31.379427344536435,28.020572655463567,26.023435932781393,22.326299210099226,71.82290621854264,46.20572655463566,9.011982823510078,60.0,37.843793882120934,0
7,1009.0273349353299,32.480346218107634,29.42435990388021,27.36581320517361,24.63418679482639,76.3418679482639,33.44013685772572,10.666811861391826,220.0,10.456400961197923,0
192,1005.9,33.666268922074245,30.21730654631651,28.00481399525919,25.318281263676635,77.74040180525233,40.74040180525233,8.499025282639877,20.0,13.755758916848599,0
197,1008.8727831660273,33.28544336679453,30.14366989961641,27.972783166027344,24.3,75.0,48.727831660273466,10.08544336679453,220.0,14.999385173699189,0
70,1018.6938284449002,21.824937244079837,19.24946478510163,18.04477336285662,17.04370293305988,73.3646094816334,48.3646094816334,9.91300383693829,36.82304740816701,15.42682707999267,0
280,1016.0420276746593,28.97278201008553,25.615743947034492,23.058705883983457,18.49593079949243,73.8925951576276,48.5537024211862,9.21074048423724,20.0,21.766110726355862,0
295,1017.2524906332533,25.9,24.04806971788714,23.3,21.4,84.69613943577428,73.48069717887144,7.355230495198136,76.51930282112856,22.041407397959276,0
216,1008.1818226846086,32.98522783557608,30.00738608221196,27.451702575483704,24.207386082211958,74.92613917788042,41.52278355760842,9.381246904331537,220.0,22.40230312110855,0
16,1023.1607219233579,19.480200137168517,16.700178693900458,13.280164398388424,11.52005003429213,75.39992852243982,50.20014295512037,6.000250171460644,50.0,20.479056496205573,0
22,1024.017060996923,21.314877692818584,18.6191907320313,16.14700754248802,16.917518856220052,67.0,46.97358836598532,6.780106679747679,59.304579738581914,12.841725215685086,0
18,1023.7170027769373,16.698170564778227,14.8,12.7,9.527652660279282,73.02016661623726,29.0,9.287030546310165,23.400555387457533,9.26801110774915,0
13,1023.7280959695388,18.742490882708548,15.235952015230623,12.7,9.527652660279282,67.0,29.0,9.833988003807656,40.0,21.382994242198215,0
115,1013.1711798361034,28.286460491689866,25.565764032779324,23.497292098337976,21.257640327793244,84.83752590027838,81.09864852262432,3.0117983610337844,93.69438688827027,26.509090459371755,0
334,1024.017060996923,17.136576290467087,15.014630516186834,14.429261032373667,13.253694838131667,75.07315258093416,58.26847419065833,8.348867611515997,60.73152580934167,30.095023937044502,0
251,1011.1802347789153,31.42994130527117,28.52313318116681,26.962591419396066,22.56669073464671,76.11566590583405,31.442167047082975,9.219033865916167,222.7891647645851,28.625914193960657,0
41,1018.6590130048542,24.73506091710268,21.999834816281062,19.935143508962145,19.4586826374162,82.88230435772972,80.64691307318917,1.7176130504108071,70.0,10.694734656832502,0
267,1016.2880978660868,31.022914367174028,27.96299592224638,26.103967377971056,24.959028544275323,78.25991844492765,67.92955144710204,8.022024466521707,202.59918444927644,17.609714557246754,0
159,1007.950979526414,32.03137259849063,30.05882330679217,27.67646992037651,25.94415427596215,74.52941102264056,41.41176693207831,8.890195905282798,232.38511357575385,17.470590238870475,0
230,1009.1378758026035,30.972836880981514,28.123393878078627,26.620051895495966,23.60668396516532,74.0111399419422,44.0,9.44610102032023,20.0,14.736502330929442,0
198,1006.7835161016541,33.666268922074245,30.2,28.372879285761243,24.84521198547799,78.53898627941314,35.008893865806925,10.413815738603873,230.0,14.390423970955986,0
254,1014.2723134179209,31.12899249008277,28.1,25.38078354480219,24.99511198255752,83.27686582079124,58.071642188776664,10.666811861391826,138.7947763679854,15.467126336191068,0
246,1013.1357248510872,30.27395579475715,27.536560215281437,25.262604420524283,24.793071266592147,82.43488948689287,58.43488948689288,10.666811861391826,130.60933692135725,14.746830405466406,0
136,1008.6387932739756,31.889653808195433,28.81206726024429,26.80387734928094,24.97758654795114,80.77586547951141,63.67675568548057,9.49784371915879,120.0,18.158199801546456,0
72,1014.632441611122,23.801158628968643,21.496524113094072,19.197682742062714,18.876827420627148,85.88413710313576,86.80303307533077,0.44055201390248655,40.0,9.055915337989045,0
157,1006.4425672754109,33.666268922074245,30.025525655372967,27.374474344627032,23.119144241529725,79.68092930783793,48.29804447724346,10.666811861391826,20.0,25.417188718773183,0
231,1011.7104629148391,32.25291688322432,29.855532611934084,27.168611255482883,23.2,72.9738427129024,43.0261572870976,9.509155050484159,70.0,25.0,0
23,1024.017060996923,18.736031272284183,16.912034115219107,14.49734944329791,12.142693200725972,74.82664771376716,78.19985785325372,4.500071073373138,20.0,13.829227197096113,0
206,1006.0315217549163,33.666268922074245,30.371608819722994,26.334239122541817,25.843245338232208,76.73874223038702,48.21622669116103,10.074767093148575,220.0,19.174805850444404,0
22,1013.0036803050648,30.780966711425396,27.077286406360606,24.880966711425398,21.75089250765642,73.33122745583117,50.36803050647907,8.314721220259164,80.0,9.89631969493521,0
19,1007.7064845012293,32.79639749931707,30.099279499863414,28.10216150040976,25.7,77.00720500136586,59.0468325088781,10.387751497678037,229.9639749931707,16.6309815058732,0
285,1010.4474627474107,25.863582363347817,25.24835884781157,23.922090221516882,20.88895488924156,79.78805878884062,65.42388242231877,8.000896100400942,50.0,13.288954889241559,0
282,1016.4037791626023,27.767071966002113,25.230364769401902,23.41133748780698,20.77719355580275,81.36707196600211,79.83535983001057,4.772198495194079,86.32928033997885,31.298915570576952,0
339,1022.5834931900106,20.942209693055467,18.76606018392088,16.931194171741435,12.930267975641108,74.13761165651712,63.752233130342574,2.10367184043801,68.62388343482871,34.610122269177,0
158,1008.7231798416325,33.666268922074245,30.371608819722994,27.647548221714548,22.15601739363431,76.93907904979478,42.29271936652986,8.19390790497948,223.5364031673507,22.776670755595113,0
334,1020.6525126300825,17.807625918588396,16.191681338056785,14.7116120637213,12.98769519292388,79.0,81.27903015930325,1.0561524035380607,59.202770973419284,30.10693317523358,0
268,1018.1606484040929,28.423553656650952,26.14160844437227,24.834837898976776,23.856134707162564,85.90972606139343,80.5839155562773,5.763191757024605,193.48378989767764,21.06544860548977,0
149,1008.4811505829304,33.395837758461475,30.275397668278377,28.343451748791217,24.92619300483513,78.0,35.54957578095276,10.531945919487159,118.11505829304058,10.559729597435798,0
33,1016.0354960556722,25.449276134091573,21.728257396587917,19.404343195450558,19.128257396587916,85.2391420113736,82.49276134091573,5.009436882968834,55.072386590842626,9.055915337989045,0
59,1013.919281482033,21.24272883607733,20.625816931138136,19.374183068861864,15.311274603292796,79.14542327845339,78.62908465569068,4.75310529191144,60.0,21.614217462563133,0
69,1022.8941340453739,18.06933910161699,15.603590766200583,12.7,9.527652660279282,69.07305370601823,29.0,9.116885929629175,20.0,12.31006036435259,0
27,1021.9240830895035,16.698170564778227,14.8,12.7,9.527652660279282,70.45572442565522,29.0,3.849463047227763,20.0,18.542867224785894,0
213,1006.9815300367236,30.67908722698268,27.907006674827457,26.874416110431046,24.032590564396408,73.51167779137909,58.20912773017318,8.523248331293136,220.0,12.034711619742136,0
214,1008.3076745711037,33.666268922074245,30.338372855518795,28.372879285761243,25.3,76.92325428896241,42.501152878255674,8.426860998863157,120.38372855518794,13.623484864613546,0
194,1008.4767379079835,33.666268922074245,30.23489313802468,28.372879285761243,24.6407086610288,72.11631046008227,43.127671549382924,6.180281213127529,230.58155230041137,13.917446569012341,0
246,1011.7739175636832,31.917388290877852,28.763768618187026,26.299515066647576,22.416418424173003,76.81641842417301,52.63768618187025,10.45410460604325,60.0,13.31932802428755,0
141,1007.8059898783499,32.31090800756129,28.839785650172296,26.954224471477797,25.633795771822385,73.4823459312789,46.686632927833024,10.411979756699816,220.0,9.331336707216698,0
288,1019.0146588636051,27.284161789753167,24.862695903392662,23.3,20.34803703978759,79.01701755688859,71.10732943180254,8.3695029261481,85.53664715901267,18.965054596676186,0
8,1022.6642009164633,19.604935655460185,18.38765462876939,15.330863428076526,11.083956003464325,67.0,46.0,7.346919889772494,20.0,28.764188451302996,0
192,1010.9708976359469,32.866137795506624,30.2543215228488,28.08818372734217,25.67954068164457,76.77954068164458,36.23632545315657,10.666811861391826,227.7954068164457,14.550438317591542,0
238,1013.9272745662205,30.72438012349499,27.26818135844487,25.646280740969928,22.47272543377948,77.95040987959906,51.19421111454894,9.068181358444871,92.43801234949882,23.177269509114094,0
195,1008.7021986829528,32.85694401776664,29.556944017766632,27.447453348138858,25.381018660744456,73.71527991116683,40.43055982233367,10.113888035533266,105.4745334813886,13.810186607444557,0
24,1007.1772804415697,32.14318413247087,29.427274784418557,27.511365436366233,24.715909348052318,76.52271955843042,29.0,10.666811861391826,231.59093480523194,16.58407933764563,0
188,1008.1027144386405,32.226239573524445,28.9153818189626,26.910857754561835,25.60271443864046,77.00904812880154,46.800941166366314,8.820810696243523,100.09048128801531,15.97647486511602,0
334,1023.3938111006222,17.817698149896287,14.8,12.7,9.527652660279282,76.09381110062229,78.73984810269656,6.87591742873469,20.0,21.389554819709602,0
183,1008.1719341153479,33.666268922074245,30.371608819722994,27.286851759532688,25.399115298141243,78.57016471163034,35.14917644184827,10.666811861391826,177.14917644184825,12.759670576739307,0
234,1005.9,33.0,30.0,28.068945836997354,24.964509527996977,76.91127381999245,43.0,9.395563690999623,220.0,28.742694077978083,0
244,1011.2096077564638,31.151237171849534,27.90247434369907,26.67321664680879,23.565938424877768,77.80494868739814,46.29257696890279,8.16826795941065,80.97525656300931,17.058370584614373,0
153,1009.3991457930911,33.666268922074245,30.371608819722994,28.060677586361745,25.3085420690894,76.01708413817879,75.02562620726819,7.5487186896365905,204.95728965455302,12.823946689277342,0
79,1012.5441832887576,27.8,25.5,24.329306737987775,22.714430187217907,86.35346631006112,81.91163342248471,2.276286791478606,70.0,27.85861347597555,0
132,1010.6337724038591,32.00752536848371,28.841297772342852,27.029820769126903,23.80686676269501,79.66886201929569,71.67544807718275,3.367544807718274,47.770459935681046,21.69840208361464,0
60,1018.4162460656371,25.382506438048345,21.147816881449568,19.41187982853626,19.060944206300363,78.64062947086691,50.209384835907194,7.9862489269919426,49.28125894173382,9.055915337989045,0
196,1008.3897590357569,33.666268922074245,30.1,28.372879285761243,25.5774698786653,72.04096385697218,41.04096385697218,10.408192771394436,20.0,9.055915337989045,0
233,1010.8518324850515,30.99770715981161,27.455849423129248,25.090711316588173,22.78451886098029,73.19380754439212,45.030962278039425,10.122476982243153,70.0,9.720184142054766,0
286,1018.6736414459556,25.4,23.113753501743368,22.017478989539793,16.61633054009747,80.34957979079581,60.37535017433682,1.7426890941418849,41.37535017433682,29.489971986053057,0
17,1019.5268344208889,18.05559315262679,16.929075919179496,15.902558685732204,13.176041452284913,78.73482766552708,84.58786213242166,0.8824275735156675,61.469655331054156,38.22044829965812,0
188,1005.9,32.731252019874255,29.73125201987426,28.232148628212162,25.10803715705304,78.53570274357567,44.91066234609053,9.654466882695473,170.0,13.073231021815273,0
264,1015.8698967608555,29.206252659753734,26.957391441348037,24.163644101101774,25.08579714711601,77.89772243681139,71.323808023331,7.636935928710317,190.0,11.00058002981209,0
27,1022.1556946164659,23.257807555437406,21.083545609969267,19.46329235211432,15.344305383534108,70.33755429758246,49.135021719032984,8.51898696858021,70.0,33.31814031888343,0
16,1023.623315170696,19.942784628644656,17.858497275604382,16.193082879267397,13.7,78.06917120732602,89.2579007743589,0.6,20.0,19.804353312234525,0
246,1007.0282668437691,30.765445595392737,28.134554404607265,26.85680699424092,25.6753963700528,86.2225258963366,52.308911907854764,10.666811861391826,199.13613988481845,35.946090659478514,0
233,1007.3151172956619,31.516976540867603,27.94465102724507,25.24889516246197,22.885057919273237,81.31918621594366,46.3837243188733,9.321220676084504,232.38511357575385,9.704419350152126,0
256,1011.9557434961318,30.881524551196872,27.6370566141804,25.929645291344315,23.214822645672157,80.85177354327841,78.48015023573303,4.192800110312204,40.0,39.5,0
315,1019.7096147427114,23.9200711926477,21.02175460709733,18.75480737135572,16.798316585550374,75.0,50.09614742711445,7.437261300382457,20.0,23.78413734347636,0
161,1008.5146546165865,33.47277275691107,30.16910910276443,28.372879285761243,25.94415427596215,78.0,74.07327308293287,7.596336345853357,193.45545513822145,11.501581664062424,0
273,1017.33625629829,26.93615362708915,23.699691986397422,22.799743321997852,20.87256393218045,78.0,67.5446145083566,3.40907690847261,70.0,18.036872325495168,0
75,1013.957800948605,26.577328236653813,23.76004402908427,21.907630636255846,21.489224888446703,84.58922488844671,81.05948325896448,2.8702583705177647,70.0,22.592028739045702,0
28,1024.017060996923,24.697068749878255,18.44853437493913,14.351393576331398,10.01708315962415,67.0,29.0,10.666811861391826,40.0,16.90857760417681,0
143,1008.8263288907899,32.904970290096415,29.756495904431667,27.72519672354533,24.145423156994248,80.71752047784167,69.34350409556833,10.01299180886333,216.56495904431665,9.055915337989045,0
248,1013.2885389682476,30.110723537436744,28.446581621325173,25.59390073696599,21.712936020383662,76.6487941042721,56.473191156408134,9.62902132653878,60.0,15.612936020383662,0
7,1020.8855333350389,23.062200086980944,18.32386671100989,15.226400020466105,13.725133365737998,75.28933329922316,44.264000204661045,9.869800015349577,38.553333503884204,16.103266501232323,0
35,1020.5511263996569,22.572585016840506,19.442649890378807,17.806491053952783,14.13814429175131,72.72317672852046,35.95761745360966,9.736158836426023,26.807941821301142,16.269797529549834,0
190,1008.7727275236805,33.001135893099196,29.813636238159784,27.334090595399463,24.906818119079894,78.0,40.79545642760323,10.666811861391826,184.65909404600538,12.548862726658438,0
288,1016.7102248284475,28.226766590421118,25.843308352394722,24.85037471407919,21.903158466763045,82.4330835239472,80.40149885631676,5.035492562551873,80.0,26.95519279128852,0
280,1018.3405172701264,27.228384349695787,24.506449499765992,23.281417579803435,18.29715828966771,81.1561303001404,55.62452120056162,3.2784481896209074,40.0,33.39741364936818,0
194,1008.44381795665,33.666268922074245,30.2,28.372879285761243,24.60802600619286,72.21402683180955,43.705713106261875,6.1444681114714435,230.0,13.916052012385716,0
336,1021.0770990694172,21.215267287055262,18.807633643527634,16.461069148221057,16.470228060030255,67.61069148221057,74.54198138834207,5.2984747317184375,49.23663564723678,34.44121145208146,0
41,1024.017060996923,19.288268321593034,18.17375611638616,17.12504879326204,12.738170735068957,78.17097558958626,71.17097558958626,6.803975617151706,40.0,16.87217067993806,0
28,1023.8953296675083,20.10943010766578,17.166547409756447,15.43322898353689,10.25226808423378,67.0,57.571620234319994,5.652357526916445,60.0,26.933318426219554,0
17,1024.017060996923,19.36142463518621,15.568547811117266,14.106629928404638,10.539068612340207,72.0,29.0,10.2,20.0,23.010793619177186,0
75,1013.3084372125041,26.150124655004937,23.1,20.207938592484368,19.482377644962153,90.08187902494241,82.58063247489304,3.842684682540316,48.337488500164554,21.952368445093796,0
22,1008.2232620055214,30.471415022029383,26.882553495858893,24.97698425894414,22.5217844187278,77.0,62.5544610468195,5.711384738295124,20.0,11.628584977970618,0
158,1008.7527527779346,33.37055055558692,30.371608819722994,28.372879285761243,25.56747750014112,81.55825833380374,70.23303333521491,7.994494444130847,62.94494444130847,38.120100558409284,0
160,1008.2567065072016,32.5368525896991,30.0456175298997,28.372879285761243,25.0608233731996,72.30411686599801,48.695883134001996,9.324501991705084,230.0,9.1760292164995,0
232,1011.4,31.445487990327656,28.9,25.810828823213622,23.1,71.96390392262126,39.635360290170304,8.387366372917437,20.0,14.597827302526841,0
11,1021.3705857624005,20.83697549645698,17.870170363485187,15.70525554522778,13.462609104627639,75.96219370571225,29.0,8.392854140057832,62.03780629428774,14.116597433514103,0
126,1008.9647197196047,31.867676329932927,29.050027142301442,26.64707053197317,25.117667282499113,77.882278432898,72.91166358750444,8.044168206247782,224.11754061842572,17.66475590933991,0
7,1011.6183646582605,32.221950202393266,28.812767873263063,26.731132531523475,24.334718075656333,77.63270683479186,53.724530126093896,10.666811861391826,100.91823291302036,9.77245301260939,0
194,1010.1043234944376,32.8,30.17753758364236,28.372879285761243,25.512312081788203,77.77537583642359,41.87687918211795,8.998496654305637,232.38511357575385,11.345583234239687,0
245,1008.6617893888782,30.859233119052213,28.06990413988153,26.10971241964458,24.379616559526106,79.0,61.79936093254351,7.840447347219543,60.0,12.97150180852275,0
333,1020.0425095844791,18.301497569574256,15.883894707952884,14.49737796942028,9.527652660279282,67.0,29.0,8.484456938455617,50.0,14.529588553514511,0
24,1024.017060996923,22.63505041325382,17.605781692430927,14.4,10.711833578863052,69.00090064667067,29.0,10.46467939274498,40.0,13.46431913407671,0
70,1021.1502982826469,19.836590919876322,18.23384944732221,16.67318183975264,14.79940343470626,74.0,46.393323924304305,9.38414772996908,40.0,11.285340860556557,0
33,1020.677999370335,17.176833385805413,16.043625354186545,15.310417322567677,10.947875118062182,69.1737496064594,45.65250078708121,9.48262503935406,20.0,23.913501101913695,0
19,1023.715881333461,16.698170564778227,14.8,12.7,9.527652660279282,72.0,29.0,9.524898222690355,20.0,31.545898664623905,0
291,1017.3676328507194,26.25477053169966,23.99800724662771,23.3,21.13037439590826,82.72282608588122,70.28381642535973,8.987137680980204,81.41908212679864,23.453200481789487,0
45,1017.0736727545294,22.049115169686317,19.753797987369296,17.866076779790877,14.488034289677984,76.41519194947719,46.707595974738595,6.293547521689648,20.0,20.73361013810956,0
129,1009.6812825058646,31.870026440269108,28.85654473066879,27.00523578453503,23.740445128800953,85.21727634665605,70.2434552693312,8.213089461337578,207.5654473066879,11.63036580799363,0
241,1005.9399123877923,31.783642792268843,28.949509684232183,27.43653243214664,25.49760067589002,82.52889639877799,48.52889639877799,10.339912387792259,208.94220720244402,33.42311711902239,0
264,1015.4878374819946,31.30087177070863,27.769572569028767,25.62088022509171,23.271316110446023,75.66957256902876,51.513076560629436,9.133042743097123,88.34786284514382,14.528683889553978,0
332,1023.5320531318941,18.973589373621174,15.624549524700582,12.964165464268818,9.527652660279282,72.83013282973532,44.73589373621175,9.1,20.0,37.807503607193546,0
193,1007.9533221838278,33.33289037548963,30.371608819722994,27.780897065192985,25.480897065192984,77.32890375489633,78.83554812255183,9.427076175993614,230.0,18.207474535814978,0
31,1013.8269319892084,24.334204428436358,21.732130585053145,19.93005674166993,19.18187485147692,80.23835211520279,87.89119315931468,2.025909054903496,21.08806840685315,25.432130585053145,0
17,1023.3564319666805,21.654280775737472,19.12606479239723,17.40927861512262,13.637494598462862,71.16786177274612,46.664276454507764,9.10607343485665,70.0,34.07785745151641,0
7,1013.521960878736,26.503740456940434,23.40467557117554,21.78084446396943,21.60654579964576,89.76168892793886,83.75233778558777,2.24579198594201,42.476622144122274,9.578974235499214,0
29,1017.5545091755185,22.838164404248907,20.712721468082968,19.047262569145193,16.132769356398477,75.0909816489629,48.12721468082969,7.721819632979258,40.0,13.187198718057852,0
65,1019.6730502070171,21.34456593537101,19.335757864176905,16.770990148953317,17.389131870742013,69.44040355970516,52.76687003282555,1.7134537667223588,49.11919288058968,28.437334602378378,0
22,1022.1441461971871,21.84301827464839,18.14189035210965,16.19887207746126,14.129054823945175,67.0,43.87164471835523,9.612835528164478,44.30182746483914,12.707195915470777,0
21,1008.9662845680285,32.11395025410086,29.96279005082017,28.372879285761243,25.85697512705043,79.31395025410086,72.31395025410086,7.062790050820172,223.1395025410086,27.240676651655587,0
240,1014.7885999131539,32.80277299409768,28.106470319561257,26.70277299409768,23.50708654047185,77.99075668634107,43.984594477235106,8.402156773187086,130.0,34.188599913153986,0
7,1022.3047724882753,20.498409170574906,17.666905710840247,15.766905710840247,13.281066611282482,76.07080450221117,33.787586493366476,8.548846019027083,63.85839099557765,21.978198081199526,0
140,1008.6218451881346,32.02184518813454,29.929126917512722,26.08009902315999,25.121845188134543,76.14563458756362,75.3252022430184,10.4,220.0,36.92230405202923,0
11,1005.9,33.666268922074245,30.371608819722994,27.741999948973604,25.780666649657867,75.59666675171066,53.160001020527936,9.594499885190608,232.38511357575385,20.546499579032226,0
7,1010.9313050954715,31.924991837707925,29.281256121719057,27.15626428401113,24.775008162292075,78.06247959426982,38.124959188539634,10.666811861391826,220.0,11.743735715988871,0
254,1010.1168329656495,30.536128033391954,28.777711550567226,26.58216924045378,20.838123621185474,76.12375275762905,56.78709344463985,9.995542310113445,20.0,18.70938189407262,0
233,1008.5899343533972,31.019216234423446,27.124706587115863,25.814640940513105,25.009150587820688,77.01830117564138,70.06405411474482,6.362482589935175,180.0915058782069,15.246926590640005,0
7,1013.8954185287974,25.827753273938296,22.485374421886444,20.808546224622248,20.42836999172103,88.1189426025927,80.88722457523464,6.784757704103709,68.07929506839513,20.134449345212342,0
146,1008.4884675559243,32.91729866611342,30.371608819722994,27.05884675559244,25.194233777962193,76.76540266777316,49.88467555924386,10.235387022369755,220.0,23.7349921772983,0
209,1007.2659752950397,31.750621815331822,29.265144810822463,27.362240211724334,25.731120105862168,81.5726149774532,80.5726149774532,3.9564310135280776,230.0,14.862657549495175,0
289,1018.0473159820748,28.898176176251113,24.77816583271148,22.347264264376665,20.145440440627773,70.81813480209259,48.16362696041852,7.520010343539631,20.0,14.58181348020926,0
168,1007.8004243170842,32.8,29.273833128018303,27.624469603644684,25.6,79.75106079271063,75.75530396355316,6.64936352437362,227.51060792710632,19.40961850569583,0
7,1018.5254291802934,16.698170564778227,14.8,12.7,9.527652660279282,74.44174384817396,69.88348769634791,6.435561325256488,20.0,35.073051734304414,0
242,1009.9989461845342,31.290762338605816,29.00105381546577,26.73403587697718,24.69181615407159,74.65964123022819,45.556726461628635,10.645381169302908,195.56726461628634,26.19181615407159,0
